-- Aqui os 1000 inserts de usuario.
Use adrianob_2025petcare5;
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('Jorge do Nascimento', '558.704.914-01', 'jorgenaascimento@email.com', TRUE, '(31) 97654-1416', 'Ong', 'J0rg3N@sc!m3nt0'),
('Paulo Santana', '534.213.434-03', 'pauloasantana@email.com', FALSE, '(41) 96543-1417', 'Comum', 'P4ul0S@nt@n@'),
('Pedro Borges', '876.492.615-06', 'pedroborges@email.com', TRUE, '(51) 95432-1418', 'Ong', 'P3dr0B0rg3s'),
('Luíz Nascimento', '942.721.539-94', 'luiznascimento@email.com', FALSE, '(61) 94321-1419', 'Comum', 'Lu!zN@sc!m3nt0'),
('Mateus Ramos', '663.006.576-04', 'mateusramos@email.com', TRUE, '(71) 93210-1420', 'Ong', 'M@t3usR@m0s!'),
('Alexandre de Carvalho', '101.704.487-20', 'alexandrecavalho@email.com', FALSE, '(81) 92109-1421', 'Comum', 'Al3x@ndr3C@rv@lh0'),
('Adriano Borges', '116.419.679-00', 'adrianoborges@email.com', TRUE, '(91) 91098-1422', 'Ong', 'Adr!@n0B0rg3s'),
('Leonardo Borges', '116.072.486-54', 'leonardoborges@email.com', FALSE, '(11) 98765-1423', 'Comum', 'L30n@rd0B0rg3s'),
('Cláudio de Lima', '019.609.608-14', 'claudiodelima@email.com', TRUE, '(21) 99876-1424', 'Ong', 'Cl@ud!0D3L!m@'),
('Ânderson de Lima', '258.878.730-43', 'andersonde_lima@email.com', FALSE, '(31) 97654-1425', 'Comum', 'And3rs0nD3L!m@'),
('Vítor Ferreira', '197.244.921-41', 'vitoraferreira@email.com', TRUE, '(41) 96543-1426', 'Ong', 'V!t0rF3rr3!r@'),
('Antônio Lima', '616.125.343-76', 'antoniolima@email.com', FALSE, '(51) 95432-1427', 'Comum', 'Ant0n!0L!m@'),
('André Mendes', '533.506.439-06', 'andremendes@email.com', TRUE, '(61) 94321-1428', 'Ong', 'Andr3M3nd3s'),
('Márcio Sousa', '688.837.110-76', 'marciosousa@email.com', FALSE, '(71) 93210-1429', 'Comum', 'M4rc!0S0u$a'),
('Roberto Fernandes', '788.514.127-66', 'robertofernandes@email.com', TRUE, '(81) 92109-1430', 'Ong', 'R0b3rt0F3rn@nd3s'),
('Ânderson Ramos', '751.138.801-91', 'andersonramos@email.com', FALSE, '(91) 91098-1431', 'Comum', 'And3rs0nR@m0s!'),
('Adriano Almeida', '513.696.929-60', 'adrianoalmeida@email.com', TRUE, '(11) 98765-1432', 'Ong', 'Adr!@n0@lm3!d@'),
('Paulo Nascimento', '963.766.226-07', 'paulonascimento@email.com', FALSE, '(21) 99876-1433', 'Comum', 'P4ul0N@sc!m3nt0'),
('Márcio Araujo', '037.039.792-40', 'marcioaraujo@email.com', TRUE, '(31) 97654-1434', 'Ong', 'M4rc!0Ar@uj0'),
('Manoel Oliveira', '636.282.996-40', 'manoeloliveira@email.com', FALSE, '(41) 96543-1435', 'Comum', 'M@n03lOl!v3!r@'),
('Tiago Costa', '555.624.791-92', 'tiagocosta@email.com', TRUE, '(51) 95432-1436', 'Ong', 'T!ag0C0st@'),
('José de Carvalho', '581.597.743-89', 'josedecarvalho@email.com', FALSE, '(61) 94321-1437', 'Comum', 'J0s3D3C@rv@lh0'),
('Renato Carvalho', '212.145.115-38', 'renatocarvalho@email.com', TRUE, '(71) 93210-1438', 'Ong', 'R3n@t0C@rv@lh0'),
('Sebastião Lopes', '804.639.336-30', 'sebastiaolopes@email.com', FALSE, '(81) 92109-1439', 'Comum', 'S3b@st!@0L0p3s'),
('Geraldo Vieira', '671.927.363-92', 'geraldovieira@email.com', TRUE, '(91) 91098-1440', 'Ong', 'G3r@ld0V!3!r@'),
('Paulo Marques', '729.673.516-36', 'paulomarques@email.com', FALSE, '(11) 98765-1441', 'Comum', 'P4ul0M@rqu3s'),
('Sebastião Carvalho', '662.909.007-14', 'sebastiaocarvalho@email.com', TRUE, '(21) 99876-1442', 'Ong', 'S3b@st!@0C@rv@lh0'),
('Vítor de Lima', '144.487.280-05', 'vitordelima@email.com', FALSE, '(31) 97654-1443', 'Comum', 'V!t0rD3L!m@'),
('Alexandre Silva', '919.935.574-40', 'alexandresilva@email.com', TRUE, '(41) 96543-1444', 'Ong', 'Al3x@ndr3S!lv@'),
('Rafael Alves', '906.308.887-60', 'rafaelalves@email.com', FALSE, '(51) 95432-1445', 'Comum', 'R@f43l@lv3s'),
('Cláudio Alves', '726.639.316-75', 'claudioalves@email.com', TRUE, '(61) 94321-1446', 'Ong', 'Cl@ud!0@lv3s'),
('Édson Batista', '125.035.032-84', 'edsonbatista@email.com', FALSE, '(71) 93210-1447', 'Comum', '3ds0nB@t!st@'),
('Carlos Cardoso', '968.039.443-36', 'carloscardoso@email.com', TRUE, '(81) 92109-1448', 'Ong', 'C@rl0sC@rd0s0'),
('Márcio Bezerra', '912.964.237-00', 'marciobezerra@email.com', FALSE, '(91) 91098-1449', 'Comum', 'M4rc!0B3z3rr@'),
('Rodrigo Lima', '282.320.570-50', 'rodrigoalima@email.com', TRUE, '(11) 98765-1450', 'Ong', 'R0dr!g0L!m@'),
('Carlos Bezerra', '504.404.019-33', 'carlosbezerra@email.com', FALSE, '(21) 99876-1451', 'Comum', 'C@rl0sB3z3rr@'),
('Antônio Cardoso', '355.032.881-81', 'antoniocardoso@email.com', TRUE, '(31) 97654-1452', 'Ong', 'Ant0n!0C@rd0s0'),
('Felipe Araujo', '113.067.056-22', 'felipearaujo@email.com', FALSE, '(41) 96543-1453', 'Comum', 'F3l!p3Ar@uj0'),
('Manoel Souza', '692.691.582-25', 'manoelsouza@email.com', TRUE, '(51) 95432-1454', 'Ong', 'M@n03lS0u$a'),
('Alex Santana', '965.657.696-99', 'alexsantana@email.com', FALSE, '(61) 94321-1455', 'Comum', 'Al3xS@nt@n@'),
('Ânderson Martins', '209.621.302-90', 'andersonmartins@email.com', TRUE, '(71) 93210-1456', 'Ong', 'And3rs0nM@rt!ns'),
('Marcos de Carvalho', '262.073.837-70', 'marcosdecarvalho@email.com', FALSE, '(81) 92109-1457', 'Comum', 'M@rc0sD3C@rv@lh0'),
('Leonardo Araujo', '781.175.407-03', 'leonardoaraujo@email.com', TRUE, '(91) 91098-1458', 'Ong', 'L30n@rd0Ar@uj0'),
('Pedro Gomes', '400.178.414-96', 'pedrogomes@email.com', FALSE, '(11) 98765-1459', 'Comum', 'P3dr0G0m3s'),
('Mateus de Souza', '371.169.217-61', 'mateusdesouza@email.com', TRUE, '(21) 99876-1460', 'Ong', 'M@t3usD3S0u$a'),
('Alexandre Borges', '469.581.433-10', 'alexandreborges@email.com', FALSE, '(31) 97654-1461', 'Comum', 'Al3x@ndr3B0rg3s'),
('Marcelo do Nascimento', '157.238.780-77', 'marcelodonascimento@email.com', TRUE, '(41) 96543-1462', 'Ong', 'M@rc3l0N@sc!m3nt0'),
('Ricardo Santos', '300.183.509-50', 'ricardosantos@email.com', FALSE, '(51) 95432-1463', 'Comum', 'R!c@rd0S@nt0s'),
('Pedro Oliveira', '017.289.728-92', 'pedro_oliveira@email.com', TRUE, '(61) 94321-1464', 'Ong', 'P3dr0Ol!v3!r@'),
('Matheus Machado', '396.509.221-99', 'matheusmachado@email.com', FALSE, '(71) 93210-1465', 'Comum', 'M@th3usM@ch@d0'),
('Adriano Santos', '695.182.010-48', 'adrianosantos@email.com', TRUE, '(81) 92109-1466', 'Ong', 'Adr!@n0S@nt0s'),
('Thiago Costa', '775.988.594-69', 'thiagocosta@email.com', FALSE, '(91) 91098-1467', 'Comum', 'Th!@g0C0st@'),
('Carlos Batista', '234.372.002-91', 'carlosbatista@email.com', TRUE, '(11) 98765-1468', 'Ong', 'C@rl0sB@t!st@'),
('Roberto Machado', '909.647.704-90', 'robertomachado@email.com', FALSE, '(21) 99876-1469', 'Comum', 'R0b3rt0M@ch@d0'),
('Márcio Martins', '261.849.248-00', 'marciomartins@email.com', TRUE, '(31) 97654-1470', 'Ong', 'M4rc!0M@rt!ns'),
('Ricardo Alves', '074.400.843-30', 'ricardoalves@email.com', FALSE, '(41) 96543-1471', 'Comum', 'R!c@rd0@lv3s'),
('Felipe Moreira', '049.598.160-58', 'felipemoreira@email.com', TRUE, '(51) 95432-1472', 'Ong', 'F3l!p3M0r3!r@'),
('Édson Mendes', '258.559.398-39', 'edsonmendes@email.com', FALSE, '(61) 94321-1473', 'Comum', '3ds0nM3nd3s'),
('Guilherme Machado', '603.490.828-04', 'guilhermemachado@email.com', TRUE, '(71) 93210-1474', 'Ong', 'Gu!lh3rm3M@ch@d0'),
('Fernando da Costa', '258.768.052-20', 'fernandodacosta@email.com', FALSE, '(81) 92109-1475', 'Comum', 'F3rn@nd0C0st@'),
('Gustavo da Costa', '682.928.845-21', 'gustavodacosta@email.com', TRUE, '(91) 91098-1476', 'Ong', 'GusT@v0C0st@'),
('Jorge Vieira', '306.790.943-77', 'jorgevieira@email.com', FALSE, '(11) 98765-1477', 'Comum', 'J0rg3V!3!r@'),
('Rafael Nascimento', '113.721.344-25', 'rafaelnascimento@email.com', TRUE, '(21) 99876-1478', 'Ong', 'R@f43lN@sc!m3nt0'),
('João Lopes', '820.276.512-92', 'joaolopes@email.com', FALSE, '(31) 97654-1479', 'Comum', 'J0@0L0p3s'),
('Édson Pereira', '603.252.503-16', 'edsonpereira@email.com', TRUE, '(41) 96543-1480', 'Ong', '3ds0nP3r3!r@'),
('Paulo Oliveira', '000.785.557-52', 'paulo_oliveira@email.com', FALSE, '(51) 95432-1481', 'Comum', 'P4ul0Ol!v3!r@'),
('Felipe de Souza', '315.733.066-73', 'felipedesouza@email.com', TRUE, '(61) 94321-1482', 'Ong', 'F3l!p3D3S0u$a'),
('Édson Araujo', '284.105.321-07', 'edsonaraujo@email.com', FALSE, '(71) 93210-1483', 'Comum', '3ds0nAr@uj0'),
('Leandro Araujo', '523.876.716-19', 'laeandroaraujo@email.com', TRUE, '(81) 92109-1484', 'Ong', 'L3@ndr0Ar@uj0'),
('Sérgio de Araujo', '189.839.867-43', 'sergiodearaujo@email.com', FALSE, '(91) 91098-1485', 'Comum', 'S3rg!0Ar@uj0'),
('João Rodrigues', '443.686.217-86', 'joaorodrigues@email.com', TRUE, '(11) 98765-1486', 'Ong', 'J0@0R0dr!gu3s'),
('Alexandre de Carvalho', '944.779.808-09', 'aalexandrecavalho@email.com', FALSE, '(21) 99876-1487', 'Comum', 'Al3x@ndr3C@rv@lh0'),
('Marcos de Araujo', '333.174.233-31', 'marcosdearaujo@email.com', TRUE, '(31) 97654-1488', 'Ong', 'M@rc0sD3Ar@uj0'),
('Rodrigo Cardoso', '497.683.340-29', 'rodrigocardoso@email.com', FALSE, '(41) 96543-1489', 'Comum', 'R0dr!g0C@rd0s0'),
('Marcos Ferreira', '577.443.384-64', 'marcosferreira@email.com', TRUE, '(51) 95432-1490', 'Ong', 'M@rc0sF3rr3!r@'),
('Carlos Bezerra', '468.943.047-00', 'caarlosbezerra@email.com', FALSE, '(61) 94321-1491', 'Comum', 'C@rl0sB3z3rr@'),
('Geraldo Alves', '651.272.447-05', 'geraldoalves@email.com', TRUE, '(71) 93210-1492', 'Ong', 'G3r@ld0@lv3s'),
('Antônio de Souza', '756.274.894-21', 'antoniodesouza@email.com', FALSE, '(81) 92109-1493', 'Comum', 'Ant0n!0D3S0u$a'),
('Renato de Oliveira', '524.558.076-49', 'renatodeoliveira@email.com', TRUE, '(91) 91098-1494', 'Ong', 'R3n@t0Ol!v3!r@'),
('Jorge Gomes', '968.499.845-78', 'jorgegomes@email.com', FALSE, '(11) 98765-1495', 'Comum', 'J0rg3G0m3s'),
('Marcelo da Silva', '718.703.639-65', 'marcelodasilva@email.com', TRUE, '(21) 99876-1496', 'Ong', 'M@rc3l0D@S!lv@'),
('Vítor Mendes', '399.698.157-09', 'vitormendes@email.com', FALSE, '(31) 97654-1497', 'Comum', 'V!t0rM3nd3s'),
('Paulo Barbosa', '758.913.223-31', 'paulobarbosa@email.com', TRUE, '(41) 96543-1498', 'Ong', 'P4ul0B@rb0s@'),
('Renato Ribeiro', '982.305.740-06', 'renatoribeiro@email.com', FALSE, '(51) 95432-1499', 'Comum', 'R3n@t0R!b3!r0'),
('Ânderson Moreira', '672.439.711-13', 'andersonmoreira@email.com', TRUE, '(61) 94321-1500', 'Ong', 'And3rs0nM0r3!r@'),
('Pedro Ribeiro', '325.276.505-54', 'pedroribeiro@email.com', FALSE, '(71) 93210-1501', 'Comum', 'P3dr0R!b3!r0'),
('Sebastião Alves', '858.827.326-89', 'sebastiaoalves@email.com', TRUE, '(81) 92109-1502', 'Ong', 'S3b@st!@0@lv3s'),
('Jorge Oliveira', '789.483.877-23', 'jorgeoliveira@email.com', FALSE, '(91) 91098-1503', 'Comum', 'J0rg3Ol!v3!r@'),
('Ricardo de Oliveira', '458.334.529-10', 'ricaardodeoliveira@email.com', TRUE, '(11) 98765-1504', 'Ong', 'R!c@rd0Ol!v3!r@'),
('André Nunes', '953.499.810-99', 'andrenunes@email.com', FALSE, '(21) 99876-1505', 'Comum', 'Andr3NUn3s'),
('Felipe Gonçalves', '706.426.948-18', 'felipegoncalves@email.com', TRUE, '(31) 97654-1506', 'Ong', 'F3l!p3G0nc@lv3s'),
('Felipe Barbosa', '309.601.665-80', 'felipebarbosa@email.com', FALSE, '(41) 96543-1507', 'Comum', 'F3l!p3B@rb0s@'),
('Mateus Barbosa', '181.083.300-09', 'mateusbarbosa@email.com', TRUE, '(51) 95432-1508', 'Ong', 'M@t3usB@rb0s@'),
('Jorge Carvalho', '869.529.705-50', 'jorgecaarvalho@email.com', FALSE, '(61) 94321-1509', 'Comum', 'J0rg3C@rv@lh0'),
('Luciano Almeida', '905.645.562-11', 'lucianoalmeida@email.com', TRUE, '(71) 93210-1510', 'Ong', 'L_c!an0@lm3!d@'),
('Rodrigo Araujo', '332.454.427-00', 'rodrigoaraujo@email.com', FALSE, '(81) 92109-1511', 'Comum', 'R0dr!g0Ar@uj0'),
('Diego Soares', '809.792.447-14', 'diegosoares@email.com', TRUE, '(91) 91098-1512', 'Ong', 'D!3g0S0@r3s'),
('Alexandre Teixeira', '844.591.919-97', 'alexandreteixeira@email.com', FALSE, '(11) 98765-1513', 'Comum', 'Al3x@ndr3T3!x3!r@'),
('Tiago Machado', '020.246.975-18', 'tiagomachado@email.com', TRUE, '(21) 99876-1514', 'Ong', 'T!ag0M@ch@d0'),
('Jorge de Almeida', '544.901.216-01', 'jorgedeaalmeida@email.com', FALSE, '(31) 97654-1515', 'Comum', 'J0rg3D3@lm3!d@'),
('Fernando de Carvalho', '285.928.432-00', 'fernandoodecarvalho@email.com', TRUE, '(41) 96543-1516', 'Ong', 'F3rn@nd0C@rv@lh0'),
('Leandro Ramos', '291.692.130-38', 'leandroramos@email.com', FALSE, '(51) 95432-1517', 'Comum', 'L3@ndr0R@m0s!'),
('Guilherme de Almeida', '848.832.047-74', 'guilhermedealmeida@email.com', TRUE, '(61) 94321-1518', 'Ong', 'Gu!lh3rm3D3@lm3!d@'),
('Fernando Carvalho', '872.447.451-76', 'fernandocarvalho@email.com', FALSE, '(71) 93210-1519', 'Comum', 'F3rn@nd0C@rv@lh0'),
('Thiago Teixeira', '958.464.834-96', 'thiagoteixeira@email.com', TRUE, '(81) 92109-1520', 'Ong', 'Th!@g0T3!x3!r@'),
('Leonardo Cardoso', '049.931.014-49', 'leonardocardoso@email.com', FALSE, '(91) 91098-1521', 'Comum', 'L30n@rd0C@rd0s0'),
('Antônio Barbosa', '790.338.689-11', 'aantoniobarbosa@email.com', TRUE, '(11) 98765-1522', 'Ong', 'Ant0n!0B@rb0s@'),
('Pedro Gonçalves', '333.118.969-39', 'pedrogoncalves@email.com', FALSE, '(21) 99876-1523', 'Comum', 'P3dr0G0nc@lv3s'),
('Sérgio Sousa', '848.993.734-65', 'sergiosousa@email.com', TRUE, '(31) 97654-1524', 'Ong', 'S3rg!0S0u$a'),
('Manoel Ramos', '327.289.520-51', 'manoelramos@email.com', FALSE, '(41) 96543-1525', 'Comum', 'M@n03lR@m0s!'),
('Fernando de Souza', '041.196.895-57', 'fernaandodesouza@email.com', TRUE, '(51) 95432-1526', 'Ong', 'F3rn@nd0D3S0u$a'),
('Antônio Santos', '835.111.628-90', 'antoniosantos@email.com', FALSE, '(61) 94321-1527', 'Comum', 'Ant0n!0S@nt0s'),
('Rafael Souza', '464.365.048-69', 'rafaelsouza@email.com', TRUE, '(71) 93210-1528', 'Ong', 'R@f43lS0u$a'),
('Francisco Marques', '110.545.580-78', 'franciscomarques@email.com', FALSE, '(81) 92109-1529', 'Comum', 'Fr@nc!sc0M@rqu3s'),
('Rafael Marques', '250.168.917-88', 'rafaelmarques@email.com', TRUE, '(91) 91098-1530', 'Ong', 'R@f43lM@rqu3s'),
('Luíz Moreira', '339.997.196-64', 'luizmoreira@email.com', FALSE, '(11) 98765-1531', 'Comum', 'Lu!zM0r3!r@'),
('Diego Gonçalves', '376.784.145-28', 'diegogoncalves@email.com', TRUE, '(21) 99876-1532', 'Ong', 'D!3g0G0nc@lv3s'),
('Sérgio de Araujo', '127.472.586-02', 'sergioodearaujo@email.com', FALSE, '(31) 97654-1533', 'Comum', 'S3rg!0Ar@uj0'),
('Luís Souza', '770.232.122-99', 'luissouza@email.com', TRUE, '(41) 96543-1534', 'Ong', 'Lu!sS0u$a'),
('Rodrigo de Lima', '912.411.630-06', 'rodrigodelima@email.com', FALSE, '(51) 95432-1535', 'Comum', 'R0dr!g0D3L!m@'),
('Carlos Teixeira', '144.823.355-09', 'carlosteixeira@email.com', TRUE, '(61) 94321-1536', 'Ong', 'C@rl0sT3!x3!r@'),
('Luciano Moreira', '191.419.588-45', 'lucianomoreira@email.com', FALSE, '(71) 93210-1537', 'Comum', 'L_c!an0M0r3!r@'),
('Marcos de Araujo', '549.764.714-62', 'marcossdearaujo@email.com', TRUE, '(81) 92109-1538', 'Ong', 'M@rc0sD3Ar@uj0'),
('Guilherme Ribeiro', '536.696.129-71', 'guilhermeribeiro@email.com', FALSE, '(91) 91098-1539', 'Comum', 'Gu!lh3rm3R!b3!r0'),
('Marcos Rocha', '459.698.808-09', 'marcosrocha@email.com', TRUE, '(11) 98765-1540', 'Ong', 'M@rc0sR0ch@'),
('Luciano da Conceiçao', '491.986.814-60', 'lucianodaconceicao@email.com', FALSE, '(21) 99876-1541', 'Comum', 'L_c!an0C0nc3!c@0'),
('Roberto Machado', '150.662.856-79', 'robertsomachado@email.com', TRUE, '(31) 97654-1542', 'Ong', 'R0b3rt0M@ch@d0'),
('Bruno Lima', '890.778.328-40', 'brunoslima@email.com', FALSE, '(41) 96543-1543', 'Comum', 'BrUn0L!m@'),
('Thiago Carvalho', '571.386.752-83', 'thiagocarvalho@email.com', TRUE, '(51) 95432-1544', 'Ong', 'Th!@g0C@rv@lh0'),
('Luíz Almeida', '817.665.907-05', 'luizalmeida@email.com', FALSE, '(61) 94321-1545', 'Comum', 'Lu!z@lm3!d@'),
('Rodrigo de Sousa', '231.853.157-90', 'rodrigodesousa@email.com', TRUE, '(71) 93210-1546', 'Ong', 'R0dr!g0D3S0u$a'),
('Fernando Bezerra', '835.505.169-67', 'fernandobezerra@email.com', FALSE, '(81) 92109-1547', 'Comum', 'F3rn@nd0B3z3rr@'),
('Gabriel Nascimento', '878.966.097-89', 'gabrielnascimento@email.com', TRUE, '(91) 91098-1548', 'Ong', 'G@br!3lN@sc!m3nt0'),
('Eduardo Rocha', '346.465.870-84', 'eduardorocha@email.com', FALSE, '(11) 98765-1549', 'Comum', 'DuarD0R0ch@'),
('Eduardo Oliveira', '688.210.977-06', 'eduardooliveira@email.com', TRUE, '(21) 99876-1550', 'Ong', 'DuarD0Ol!v3!r@'),
('Leandro da Costa', '942.492.492-55', 'leandrodacosta@email.com', FALSE, '(31) 97654-1551', 'Comum', 'L3@ndr0C0st@'),
('Sérgio Santana', '929.314.791-28', 'sergiosantana@email.com', TRUE, '(41) 96543-1552', 'Ong', 'S3rg!0S@nt@n@'),
('Ricardo Pereira', '398.930.021-09', 'ricardopereira@email.com', FALSE, '(51) 95432-1553', 'Comum', 'R!c@rd0P3r3!r@'),
('Gustavo Araujo', '354.312.128-69', 'gustavoaraujo@email.com', TRUE, '(61) 94321-1554', 'Ong', 'GusT@v0Ar@uj0'),
('Paulo Mendes', '014.833.995-67', 'paulomendes@email.com', FALSE, '(71) 93210-1555', 'Comum', 'P4ul0M3nd3s'),
('Lucas Nascimento', '778.778.321-41', 'lucasnascimento@email.com', TRUE, '(81) 92109-1556', 'Ong', 'Luc@sN@sc!m3nt0'),
('Márcio Rodrigues', '226.191.895-00', 'marciorodrigues@email.com', FALSE, '(91) 91098-1557', 'Comum', 'M4rc!0R0dr!gu3s'),
('Guilherme de Almeida', '105.759.395-83', 'guislhermedealmeida@email.com', TRUE, '(11) 98765-1558', 'Ong', 'Gu!lh3rm3D3@lm3!d@'),
('Antônio de Sousa', '244.901.484-53', 'antoniodesousa@email.com', FALSE, '(21) 99876-1559', 'Comum', 'Ant0n!0D3S0u$a'),
('Manoel Machado', '681.853.435-00', 'manoelmachado@email.com', TRUE, '(31) 97654-1560', 'Ong', 'M@n03lM@ch@d0'),
('Fábio Lima', '240.310.101-09', 'fabiolima@email.com', FALSE, '(41) 96543-1561', 'Comum', 'F@b!0L!m@'),
('Tiago de Souza', '642.285.296-74', 'tiagodesouza@email.com', TRUE, '(51) 95432-1562', 'Ong', 'T!ag0D3S0u$a'),
('Fábio de Lima', '453.166.801-46', 'fabiode_lima@email.com', FALSE, '(61) 94321-1563', 'Comum', 'F@b!0D3L!m@'),
('Antônio Alves', '496.815.917-04', 'antonioalves@email.com', TRUE, '(71) 93210-1564', 'Ong', 'Ant0n!0@lv3s'),
('Thiago dos Santos', '571.684.868-02', 'thiagodossantos@email.com', FALSE, '(81) 92109-1565', 'Comum', 'Th!@g0D0sS@nt0s'),
('Fernando de Araujo', '015.753.913-09', 'fernandodearaujo@email.com', TRUE, '(91) 91098-1566', 'Ong', 'F3rn@nd0Ar@uj0'),
('Tiago dos Santos', '784.183.732-10', 'tiagodossantos@email.com', FALSE, '(11) 98765-1567', 'Comum', 'T!ag0D0sS@nt0s'),
('Ânderson Fernandes', '737.345.871-82', 'andersonfernandes@email.com', TRUE, '(21) 99876-1568', 'Ong', 'And3rs0nF3rn@nd3s'),
('Francisco Alves', '236.136.473-54', 'franciscoalves@email.com', FALSE, '(31) 97654-1569', 'Comum', 'Fr@nc!sc0@lv3s'),
('Roberto Nunes', '848.937.574-74', 'robertonunes@email.com', TRUE, '(41) 96543-1570', 'Ong', 'R0b3rt0NUn3s'),
('Sebastião Vieira', '064.366.692-30', 'sebastiaovieira@email.com', FALSE, '(51) 95432-1571', 'Comum', 'S3b@st!@0V!3!r@'),
('Gustavo Carvalho', '609.044.265-80', 'gustavocarvalho@email.com', TRUE, '(61) 94321-1572', 'Ong', 'GusT@v0C@rv@lh0'),
('Diego Carvalho', '739.988.924-43', 'diegocarvalho@email.com', FALSE, '(71) 93210-1573', 'Comum', 'D!3g0C@rv@lh0'),
('Fábio Araujo', '057.299.811-20', 'fabioaraujo@email.com', TRUE, '(81) 92109-1574', 'Ong', 'F@b!0Ar@uj0'),
('Júlio Nunes', '316.234.378-06', 'julionunes@email.com', FALSE, '(91) 91098-1575', 'Comum', 'Jul!0NUn3s'),
('Leandro Ribeiro', '220.991.687-92', 'leandroribeiro@email.com', TRUE, '(11) 98765-1576', 'Ong', 'L3@ndr0R!b3!r0'),
('Gustavo Nascimento', '561.079.422-62', 'gustavonascimento@email.com', FALSE, '(21) 99876-1577', 'Comum', 'GusT@v0N@sc!m3nt0'),
('Francisco Teixeira', '772.711.881-85', 'franciscoteixeira@email.com', TRUE, '(31) 97654-1578', 'Ong', 'Fr@nc!sc0T3!x3!r@'),
('Manoel Mendes', '234.341.720-25', 'manoelmendes@email.com', FALSE, '(41) 96543-1579', 'Comum', 'M@n03lM3nd3s'),
('Matheus Oliveira', '751.927.423-31', 'matheusoliveira@email.com', TRUE, '(51) 95432-1580', 'Ong', 'M@th3usOl!v3!r@'),
('Ânderson Vieira', '670.200.682-94', 'andersonvieira@email.com', FALSE, '(61) 94321-1581', 'Comum', 'And3rs0nV!3!r@'),
('Édson Araujo', '865.390.586-32', 'edsonarausjo@email.com', TRUE, '(71) 93210-1582', 'Ong', '3ds0nAr@uj0'),
('André Rocha', '703.955.301-56', 'andrerocha@email.com', FALSE, '(81) 92109-1583', 'Comum', 'Andr3R0ch@'),
('Daniel Martins', '239.453.964-09', 'danielmartins@email.com', TRUE, '(91) 91098-1584', 'Ong', 'D@n!3lM@rt!ns'),
('Luciano Ferreira', '094.775.886-01', 'lucianoferreira@email.com', FALSE, '(11) 98765-1585', 'Comum', 'L_c!an0F3rr3!r@'),
('Pedro Ramos', '468.332.048-70', 'pedroramos@email.com', TRUE, '(21) 99876-1586', 'Ong', 'P3dr0R@m0s!'),
('Renato Vieira', '515.531.222-16', 'renatovieira@email.com', FALSE, '(31) 97654-1587', 'Comum', 'R3n@t0V!3!r@'),
('Francisco Almeida', '172.989.653-79', 'franciscoalmeida@email.com', TRUE, '(41) 96543-1588', 'Ong', 'Fr@nc!sc0@lm3!d@'),
('Sérgio Santana', '255.928.194-55', 'sergiossantana@email.com', FALSE, '(51) 95432-1589', 'Comum', 'S3rg!0S@nt@n@'),
('Sérgio de Souza', '444.744.644-86', 'sergiodesouza@email.com', TRUE, '(61) 94321-1590', 'Ong', 'S3rg!0D3S0u$a'),
('Luís Batista', '895.114.001-69', 'luisbatista@email.com', FALSE, '(71) 93210-1591', 'Comum', 'Lu!sB@t!st@'),
('Tiago de Lima', '081.551.494-80', 'tiagodelima@email.com', TRUE, '(81) 92109-1592', 'Ong', 'T!ag0D3L!m@'),
('Alex Lima', '147.211.164-89', 'alexlima@email.com', FALSE, '(91) 91098-1593', 'Comum', 'Al3xL!m@'),
('Leonardo de Souza', '015.822.075-77', 'leonardodesouza@email.com', TRUE, '(11) 98765-1594', 'Ong', 'L30n@rd0D3S0u$a'),
('Vítor Costa', '203.328.735-10', 'vitorcosta@email.com', FALSE, '(21) 99876-1595', 'Comum', 'V!t0rC0st@'),
('Paulo Martins', '177.566.192-00', 'paulomartins@email.com', TRUE, '(31) 97654-1596', 'Ong', 'P4ul0M@rt!ns'),
('Vítor Martins', '494.022.867-30', 'vitormartins@email.com', FALSE, '(41) 96543-1597', 'Comum', 'V!t0rM@rt!ns'),
('Antônio Cardoso', '958.344.384-07', 'antaoniocardoso@email.com', TRUE, '(51) 95432-1598', 'Ong', 'Ant0n!0C@rd0s0'),
('Bruno Cardoso', '294.803.938-08', 'brunocardoso@email.com', FALSE, '(61) 94321-1599', 'Comum', 'BrUn0C@rd0s0'),
('Luciano Mendes', '698.245.115-12', 'lucianomendes@email.com', TRUE, '(71) 93210-1600', 'Ong', 'L_c!an0M3nd3s'),
('Marcos da Conceiçao', '671.256.807-20', 'marcosdaconceicao@email.com', FALSE, '(81) 92109-1601', 'Comum', 'M@rc0sC0nc3!c@0'),
('Ricardo Barbosa', '237.942.482-95', 'ricardobarbosa@email.com', TRUE, '(91) 91098-1602', 'Ong', 'R!c@rd0B@rb0s@'),
('Eduardo Nascimento', '724.093.511-66', 'eduardonascimento@email.com', FALSE, '(11) 98765-1603', 'Comum', 'DuarD0N@sc!m3nt0'),
('Lucas Oliveira', '207.145.979-29', 'lucasoliveira@email.com', TRUE, '(21) 99876-1604', 'Ong', 'Luc@sOl!v3!r@'),
('Renato Soares', '768.950.803-09', 'renatosoares@email.com', FALSE, '(31) 97654-1605', 'Comum', 'R3n@t0S0@r3s'),
